 ,Area,Perim.,BX,BY,Width,Height,Circ.,AR,Round,Solidity
6426,0.426,2.365,2077.224,1343.510,0.980,0.490,0.958,1.931,0.518,0.941
6427,3.732,7.326,192.490,1343.837,2.122,2.449,0.874,1.095,0.913,0.892
6428,0.453,2.269,2100.898,1344.000,0.816,0.653,1.000,1.263,0.792,0.919
6429,0.267,1.847,2092.735,1344.163,0.653,0.653,0.982,1.241,0.806,0.800
6430,3.865,7.326,475.429,1345.306,2.122,2.449,0.905,1.167,0.857,0.909
6431,3.599,6.999,1045.878,1345.306,2.122,2.286,0.923,1.070,0.934,0.900
6432,0.560,2.596,2081.143,1345.959,0.980,0.653,1.000,1.475,0.678,0.933
6433,3.892,7.230,1330.286,1346.776,2.122,2.449,0.936,1.138,0.879,0.910
6434,3.972,7.326,760.000,1346.939,2.122,2.449,0.930,1.126,0.888,0.923
6435,3.945,7.557,1615.837,1348.408,2.286,2.449,0.868,1.105,0.905,0.886
6436,0.347,2.038,2086.857,1348.898,0.653,0.653,1.000,1.093,0.915,0.897
6437,0.187,1.385,2098.612,1349.061,0.490,0.490,1.000,1.069,0.936,0.875
6438,0.240,1.712,2078.857,1349.224,0.490,0.653,1.000,1.340,0.746,0.857
6439,0.160,1.250,636.735,1349.878,0.490,0.327,1.000,1.500,0.667,1.000
6440,3.945,7.190,1898.449,1350.041,2.122,2.286,0.959,1.096,0.912,0.937
6441,0.213,1.481,753.959,1351.510,0.490,0.490,1.000,1.229,0.814,0.941
6442,3.865,7.095,2181.714,1351.673,2.122,2.286,0.965,1.108,0.902,0.924
6443,0.693,2.962,168.653,1352.000,0.816,1.143,0.993,1.615,0.619,0.881
6444,0.027,0.462,2099.102,1352.490,0.163,0.163,1.000,1.000,1.000,1.000
6445,0.347,2.174,755.102,1352.816,0.653,0.816,0.922,1.145,0.874,0.812
6446,0.267,1.712,651.755,1353.633,0.653,0.490,1.000,1.236,0.809,0.909
6447,0.133,1.250,749.388,1353.959,0.327,0.490,1.000,1.553,0.644,0.909
6448,0.107,1.154,751.510,1354.122,0.490,0.327,1.000,1.468,0.681,0.800
6449,0.187,1.481,2116.408,1354.122,0.490,0.490,1.000,1.069,0.936,0.875
6450,0.320,1.943,654.694,1354.776,0.653,0.653,1.000,1.135,0.881,0.857
6451,0.053,0.693,2075.102,1356.082,0.327,0.163,1.000,2.000,0.500,1.000
6452,0.027,0.462,2092.082,1356.571,0.163,0.163,1.000,1.000,1.000,1.000
6453,5.518,9.229,1273.959,1357.224,2.776,2.939,0.814,1.106,0.904,0.888
6454,0.267,1.808,754.286,1358.204,0.490,0.653,1.000,1.236,0.809,0.909
6455,0.347,1.943,2099.429,1358.367,0.653,0.653,1.000,1.159,0.863,0.897
6456,0.347,2.038,2093.388,1358.857,0.653,0.653,1.000,1.450,0.690,0.897
6457,0.240,1.616,2117.061,1359.510,0.653,0.490,1.000,1.340,0.746,0.857
6458,0.773,3.058,653.061,1360.163,1.143,0.816,1.000,1.373,0.728,0.921
6459,0.027,0.462,185.633,1360.490,0.163,0.163,1.000,1.000,1.000,1.000
6460,0.293,1.943,190.694,1362.286,0.653,0.653,0.976,1.450,0.689,0.846
6461,0.693,2.962,637.878,1363.755,0.980,0.980,0.993,1.093,0.915,0.867
6462,0.053,0.924,156.571,1364.408,0.327,0.327,0.785,2.646,0.378,0.667
6463,0.800,3.153,2085.714,1364.408,0.816,1.143,1.000,1.328,0.753,0.923
6464,0.347,1.943,612.245,1365.714,0.653,0.653,1.000,1.159,0.863,0.897
6465,0.107,1.154,2116.735,1366.041,0.490,0.327,1.000,1.468,0.681,0.800
6466,0.373,2.174,2102.367,1366.694,0.816,0.653,0.993,1.310,0.763,0.848
6467,0.187,1.385,2108.571,1367.837,0.490,0.490,1.000,1.069,0.936,0.875
6468,0.267,1.847,293.551,1368.163,0.653,0.653,0.982,1.241,0.806,0.800
6469,0.506,3.249,192.327,1368.980,1.306,0.653,0.603,2.163,0.462,0.760
6470,0.320,1.943,748.082,1370.449,0.653,0.653,1.000,1.281,0.780,0.857
6471,0.027,0.462,416.816,1370.776,0.163,0.163,1.000,1.000,1.000,1.000
6472,0.347,2.038,2092.571,1371.429,0.653,0.653,1.000,1.148,0.871,0.897
6473,0.107,1.154,2101.388,1371.592,0.490,0.327,1.000,1.468,0.681,0.800
6474,0.187,1.481,629.061,1372.408,0.490,0.490,1.000,1.069,0.936,0.875
6475,0.187,1.385,643.592,1372.735,0.490,0.490,1.000,1.069,0.936,0.875
6476,0.027,0.462,1876.245,1374.041,0.163,0.163,1.000,1.000,1.000,1.000
6477,0.267,1.712,1854.531,1374.367,0.490,0.653,1.000,1.327,0.753,0.909
6478,0.533,2.500,407.020,1374.531,0.816,0.816,1.000,1.165,0.858,0.889
6479,0.533,2.500,2098.286,1374.694,0.816,0.816,1.000,1.083,0.923,0.889
6480,1.146,4.499,733.551,1375.837,0.980,1.796,0.712,2.040,0.490,0.835
6481,1.120,4.674,736.000,1376.163,1.633,1.469,0.644,2.619,0.382,0.792
6482,0.373,2.038,922.939,1376.163,0.653,0.653,1.000,1.020,0.981,0.933
6483,0.160,1.385,2105.306,1376.163,0.490,0.490,1.000,1.291,0.775,0.800
6484,0.560,2.635,732.082,1376.327,0.816,0.980,1.000,1.465,0.683,0.857
6485,0.080,0.924,918.857,1376.327,0.327,0.327,1.000,1.464,0.683,0.857
6486,0.053,0.693,734.857,1377.959,0.327,0.163,1.000,2.000,0.500,1.000
6487,0.373,2.038,2087.837,1377.959,0.653,0.653,1.000,1.020,0.981,0.933
6488,0.053,0.693,927.184,1378.122,0.327,0.163,1.000,2.000,0.500,1.000
6489,0.080,0.924,923.265,1379.102,0.327,0.327,1.000,1.464,0.683,0.857
6490,0.133,1.250,2117.551,1379.592,0.490,0.327,1.000,1.553,0.644,0.909
6491,0.693,3.058,45.388,1379.918,0.980,0.980,0.932,1.252,0.799,0.897
6492,13.648,16.244,928.816,1380.245,3.755,5.388,0.650,1.663,0.601,0.857
6493,0.160,1.250,925.551,1380.408,0.490,0.327,1.000,1.500,0.667,1.000
6494,4490.102,324.216,1803.592,1380.735,77.224,98.286,0.537,2.156,0.464,0.901
6495,0.506,2.500,197.878,1381.061,0.653,0.980,1.000,1.548,0.646,0.905
6496,0.027,0.462,1079.837,1382.531,0.163,0.163,1.000,1.000,1.000,1.000
6497,0.880,3.289,2099.755,1383.837,0.980,1.143,1.000,1.213,0.825,0.904
6498,0.426,2.269,59.265,1384.327,0.653,0.816,1.000,1.234,0.810,0.889
6499,0.240,1.712,104.980,1384.653,0.490,0.653,1.000,1.340,0.746,0.857
6500,0.133,1.250,110.531,1384.980,0.327,0.490,1.000,1.553,0.644,0.909
6501,0.187,1.481,2117.061,1385.469,0.490,0.490,1.000,1.069,0.936,0.875
6502,0.187,1.481,401.796,1385.959,0.490,0.490,1.000,1.069,0.936,0.875
6503,0.160,1.385,45.388,1386.286,0.490,0.490,1.000,1.291,0.775,0.800
6504,0.080,0.924,19.592,1387.265,0.327,0.327,1.000,1.464,0.683,0.857
6505,0.160,1.250,51.102,1387.592,0.327,0.490,1.000,1.500,0.667,1.000
6506,0.133,1.250,312.653,1387.755,0.327,0.490,1.000,1.553,0.644,0.909
6507,0.213,1.481,198.367,1388.408,0.490,0.490,1.000,1.229,0.814,0.941
6508,0.320,1.943,929.633,1388.571,0.653,0.653,1.000,1.281,0.780,0.857
6509,0.160,1.250,55.184,1388.898,0.490,0.327,1.000,1.500,0.667,1.000
6510,0.133,1.250,917.551,1389.061,0.327,0.490,1.000,1.553,0.644,0.909
6511,0.240,1.577,920.980,1389.224,0.490,0.490,1.000,1.000,1.000,1.000
6512,0.107,1.250,2117.061,1389.551,0.327,0.490,0.857,1.468,0.681,0.800
6513,0.213,1.577,111.184,1390.204,0.653,0.327,1.000,2.000,0.500,1.000
6514,0.613,2.731,923.429,1390.694,0.980,0.816,1.000,1.132,0.884,0.885
6515,0.533,2.500,2099.102,1391.020,0.816,0.816,1.000,1.282,0.780,0.909
6516,0.053,0.693,919.837,1391.673,0.327,0.163,1.000,2.000,0.500,1.000
6517,0.213,1.481,926.041,1391.837,0.490,0.490,1.000,1.229,0.814,0.941
6518,0.480,2.405,48.000,1392.163,0.816,0.816,1.000,1.532,0.653,0.878
6519,0.453,2.500,927.347,1392.816,0.816,0.816,0.911,1.741,0.574,0.850
6520,0.347,1.943,35.918,1393.143,0.653,0.653,1.000,1.159,0.863,0.897
6521,0.187,1.481,108.408,1393.796,0.490,0.490,1.000,1.069,0.936,0.875
6522,0.107,0.924,914.286,1394.122,0.327,0.327,1.000,1.000,1.000,1.000
6523,0.533,2.500,1889.469,1395.429,0.816,0.816,1.000,1.282,0.780,0.909
6524,0.213,1.481,2150.531,1396.571,0.490,0.490,1.000,1.229,0.814,0.941
6525,0.187,1.577,48.653,1396.735,0.653,0.327,0.943,1.936,0.517,0.933
6526,0.267,1.808,2100.898,1397.224,0.490,0.653,1.000,1.236,0.809,0.909
6527,0.080,0.924,186.122,1398.857,0.327,0.327,1.000,1.464,0.683,0.857
6528,0.053,0.693,2105.796,1400.000,0.327,0.163,1.000,2.000,0.500,1.000
6529,0.426,2.405,1885.714,1400.816,0.980,0.653,0.927,1.622,0.616,0.821
6530,0.027,0.462,2116.735,1400.980,0.163,0.163,1.000,1.000,1.000,1.000
6531,1.040,3.750,39.020,1401.143,1.469,0.980,0.929,1.704,0.587,0.867
6532,0.160,1.481,111.837,1401.143,0.653,0.327,0.916,1.809,0.553,0.857
6533,267.089,101.082,891.918,1401.306,26.286,18.612,0.328,1.396,0.716,0.775
6534,0.027,0.462,48.816,1401.633,0.163,0.163,1.000,1.000,1.000,1.000
6535,0.027,0.462,263.510,1403.102,0.163,0.163,1.000,1.000,1.000,1.000
6536,0.107,0.924,1884.408,1403.265,0.327,0.327,1.000,1.000,1.000,1.000
6537,0.053,0.788,2116.408,1403.592,0.163,0.327,1.000,2.000,0.500,1.000
6538,0.187,1.903,224.490,1403.755,0.327,0.816,0.647,2.731,0.366,0.824
6539,0.187,1.385,2140.898,1403.918,0.490,0.490,1.000,1.069,0.936,0.875
6540,0.053,0.788,107.755,1404.735,0.163,0.327,1.000,2.000,0.500,1.000
6541,1.253,3.942,31.184,1404.898,1.306,1.143,1.000,1.268,0.788,0.931
6542,0.160,1.250,183.184,1405.224,0.327,0.490,1.000,1.500,0.667,1.000
6543,0.293,1.943,46.857,1405.551,0.653,0.653,0.976,1.450,0.689,0.846
6544,0.053,0.693,507.429,1405.714,0.327,0.163,1.000,2.000,0.500,1.000
6545,0.187,1.616,1077.714,1405.714,0.653,0.490,0.898,1.329,0.752,0.737
6546,0.187,1.712,1362.122,1406.857,0.490,0.653,0.800,1.329,0.752,0.737
6547,0.160,1.808,792.163,1407.184,0.490,0.653,0.615,1.327,0.753,0.667
6548,0.160,1.481,335.510,1407.347,0.490,0.490,0.916,1.124,0.890,0.800
6549,0.933,6.402,910.531,1408.163,1.306,2.612,0.286,6.451,0.155,0.631
6550,0.053,0.693,44.408,1408.816,0.327,0.163,1.000,2.000,0.500,1.000
6551,0.080,0.924,2152.816,1408.816,0.327,0.327,1.000,1.464,0.683,0.857
6552,0.320,1.847,2148.408,1409.143,0.653,0.653,1.000,1.000,1.000,0.857
6553,0.453,2.269,2106.612,1409.796,0.653,0.816,1.000,1.263,0.792,0.919
6554,0.213,1.712,1930.449,1410.122,0.490,0.653,0.914,1.372,0.729,0.800
6555,0.213,1.481,2103.347,1410.939,0.490,0.490,1.000,1.229,0.814,0.941
6556,0.053,0.788,911.837,1411.102,0.163,0.327,1.000,2.000,0.500,1.000
6557,0.213,1.481,652.408,1411.265,0.490,0.490,1.000,1.229,0.814,0.941
6558,0.080,0.924,2116.408,1411.755,0.327,0.327,1.000,1.464,0.683,0.857
6559,0.027,0.462,964.408,1411.918,0.163,0.163,1.000,1.000,1.000,1.000
6560,0.107,1.250,2213.714,1411.918,0.327,0.490,0.857,1.468,0.681,0.800
6561,0.480,2.540,2148.898,1412.571,0.980,0.816,0.935,1.202,0.832,0.800
6562,0.133,1.385,139.918,1412.735,0.490,0.490,0.873,1.000,1.000,0.714
6563,0.293,1.808,956.571,1412.898,0.653,0.490,1.000,1.372,0.729,0.957
6564,0.373,2.038,1804.898,1413.878,0.653,0.653,1.000,1.020,0.981,0.933
6565,0.187,1.481,963.102,1414.531,0.490,0.490,1.000,1.069,0.936,0.875
6566,0.267,1.943,2117.551,1415.673,0.653,0.653,0.887,1.976,0.506,0.800
6567,0.267,1.808,27.265,1415.837,0.490,0.653,1.000,1.236,0.809,0.909
6568,0.053,0.693,3.918,1416.000,0.327,0.163,1.000,2.000,0.500,1.000
6569,0.080,0.924,2150.531,1416.816,0.327,0.327,1.000,1.464,0.683,0.857
6570,0.213,1.481,100.082,1419.592,0.490,0.490,1.000,1.229,0.814,0.941
6571,0.027,0.462,631.020,1419.592,0.163,0.163,1.000,1.000,1.000,1.000
6572,0.107,0.924,2152.000,1419.755,0.327,0.327,1.000,1.000,1.000,1.000
6573,0.213,1.481,616.000,1421.224,0.490,0.490,1.000,1.229,0.814,0.941
6574,0.160,1.250,2116.571,1421.388,0.490,0.327,1.000,1.500,0.667,1.000
6575,0.027,0.462,2.286,1422.204,0.163,0.163,1.000,1.000,1.000,1.000
6576,0.373,2.038,946.612,1423.184,0.653,0.653,1.000,1.020,0.981,0.933
6577,0.080,0.924,955.265,1423.510,0.327,0.327,1.000,1.464,0.683,0.857
6578,0.027,0.462,912.163,1423.673,0.163,0.163,1.000,1.000,1.000,1.000
6579,0.107,0.924,384.163,1424.000,0.327,0.327,1.000,1.000,1.000,1.000
6580,0.133,1.250,157.878,1425.143,0.327,0.490,1.000,1.553,0.644,0.909
6581,0.107,0.924,272.980,1425.959,0.327,0.327,1.000,1.000,1.000,1.000
6582,0.107,0.924,2117.714,1425.959,0.327,0.327,1.000,1.000,1.000,1.000
6583,0.080,0.924,855.184,1427.429,0.327,0.327,1.000,1.464,0.683,0.857
6584,0.560,2.635,2107.265,1427.429,0.980,0.816,1.000,1.122,0.892,0.840
6585,0.080,0.924,948.245,1427.592,0.327,0.327,1.000,1.464,0.683,0.857
6586,0.267,2.038,1884.898,1427.592,0.490,0.816,0.806,1.690,0.592,0.833
6587,0.107,1.250,608.490,1427.755,0.327,0.490,0.857,2.031,0.492,0.800
6588,1.306,4.268,27.592,1428.082,1.469,1.143,0.901,1.161,0.861,0.883
6589,0.027,0.462,373.061,1428.735,0.163,0.163,1.000,1.000,1.000,1.000
6590,0.160,1.250,275.918,1428.898,0.490,0.327,1.000,1.500,0.667,1.000
6591,0.187,1.385,950.857,1429.061,0.490,0.490,1.000,1.069,0.936,0.875
6592,0.933,3.384,269.714,1429.224,0.980,1.143,1.000,1.129,0.885,0.921
6593,0.213,1.712,2146.612,1429.224,0.490,0.653,0.914,1.195,0.837,0.800
6594,1.040,3.711,379.429,1429.388,1.306,0.980,0.949,1.558,0.642,0.918
6595,1.386,4.268,880.980,1429.551,1.469,1.143,0.956,1.303,0.767,0.929
6596,0.426,2.405,2117.224,1429.714,0.816,0.816,0.927,1.337,0.748,0.842
6597,0.027,0.462,49.959,1430.041,0.163,0.163,1.000,1.000,1.000,1.000
6598,0.027,0.462,942.041,1431.020,0.163,0.163,1.000,1.000,1.000,1.000
6599,0.320,1.943,289.469,1431.184,0.653,0.653,1.000,1.135,0.881,0.857
6600,0.373,2.038,271.673,1431.347,0.653,0.653,1.000,1.319,0.758,0.933
6601,0.160,1.385,948.245,1431.347,0.490,0.490,1.000,1.291,0.775,0.800
6602,0.187,1.481,305.143,1433.143,0.490,0.490,1.000,1.069,0.936,0.875
6603,0.027,0.462,862.367,1433.143,0.163,0.163,1.000,1.000,1.000,1.000
6604,0.773,3.153,381.714,1433.469,0.980,0.980,0.977,1.103,0.907,0.906
6605,1.573,4.770,1733.551,1434.122,1.633,1.469,0.869,1.075,0.930,0.843
6606,0.160,1.250,2117.224,1434.122,0.327,0.490,1.000,1.500,0.667,1.000
6607,0.107,0.924,1009.796,1434.612,0.327,0.327,1.000,1.000,1.000,1.000
6608,6.717,15.209,11.592,1434.939,3.755,3.918,0.365,1.697,0.589,0.672
6609,0.133,1.250,2151.837,1434.939,0.490,0.327,1.000,1.553,0.644,0.909
6610,0.213,1.481,2122.286,1435.265,0.490,0.490,1.000,1.229,0.814,0.941
6611,0.080,0.924,945.469,1436.898,0.327,0.327,1.000,1.464,0.683,0.857
6612,0.240,1.712,2148.735,1437.061,0.490,0.653,1.000,1.340,0.746,0.857
6613,0.027,0.462,813.061,1437.388,0.163,0.163,1.000,1.000,1.000,1.000
6614,0.107,0.924,266.449,1437.714,0.327,0.327,1.000,1.000,1.000,1.000
6615,0.267,1.712,2152.653,1437.714,0.490,0.653,1.000,1.327,0.753,0.909
6616,0.533,2.500,266.286,1440.000,0.816,0.816,1.000,1.083,0.923,0.889
6617,0.080,0.924,269.551,1441.469,0.327,0.327,1.000,1.464,0.683,0.857
6618,0.027,0.462,1877.551,1441.796,0.163,0.163,1.000,1.000,1.000,1.000
6619,0.053,0.788,994.939,1442.286,0.163,0.327,1.000,2.000,0.500,1.000
6620,0.373,2.038,382.857,1442.612,0.653,0.653,1.000,1.125,0.889,0.933
6621,0.293,1.847,269.388,1443.429,0.653,0.653,1.000,1.139,0.878,0.815
6622,0.080,0.924,380.735,1443.592,0.327,0.327,1.000,1.464,0.683,0.857
6623,0.107,0.924,1880.816,1443.755,0.327,0.327,1.000,1.000,1.000,1.000
6624,0.506,2.500,261.224,1445.551,0.816,0.816,1.000,1.083,0.923,0.884
6625,0.693,2.962,381.878,1445.714,1.143,0.816,0.993,1.537,0.650,0.881
6626,0.480,2.365,263.673,1446.041,0.653,0.816,1.000,1.362,0.734,0.947
6627,0.027,0.462,266.612,1446.367,0.163,0.163,1.000,1.000,1.000,1.000
6628,0.640,2.827,27.755,1447.020,0.980,0.816,1.000,1.236,0.809,0.906
6629,0.133,1.385,144.327,1447.184,0.490,0.490,0.873,1.496,0.668,0.714
6630,0.426,2.269,267.102,1447.673,0.653,0.816,1.000,1.234,0.810,0.889
6631,2.132,5.462,257.796,1448.000,1.633,1.959,0.898,1.300,0.769,0.870
6632,0.347,1.943,261.551,1448.653,0.653,0.653,1.000,1.159,0.863,0.897
6633,0.213,1.616,254.694,1449.306,0.653,0.490,1.000,1.195,0.837,0.800
6634,0.107,0.924,391.184,1449.469,0.327,0.327,1.000,1.000,1.000,1.000
6635,2.079,5.614,1111.184,1449.796,1.633,1.796,0.829,1.074,0.931,0.857
6636,0.533,2.500,2121.796,1449.796,0.816,0.816,1.000,1.038,0.963,0.909
6637,1.813,4.961,540.735,1449.959,1.633,1.469,0.926,1.095,0.913,0.895
6638,0.533,2.500,2151.347,1450.122,0.816,0.816,1.000,1.083,0.923,0.889
6639,0.053,0.693,666.939,1450.449,0.327,0.163,1.000,2.000,0.500,1.000
6640,0.027,0.462,20.408,1450.776,0.163,0.163,1.000,1.000,1.000,1.000
6641,1.999,5.192,1395.592,1451.265,1.633,1.633,0.932,1.028,0.972,0.882
6642,1.733,5.327,825.306,1451.429,1.633,1.796,0.767,1.049,0.954,0.798
6643,0.187,1.481,395.102,1452.245,0.490,0.490,1.000,1.069,0.936,0.875
6644,0.613,2.731,267.102,1452.408,0.816,0.980,1.000,1.063,0.941,0.868
6645,0.027,0.462,6.041,1452.571,0.163,0.163,1.000,1.000,1.000,1.000
6646,0.320,2.038,262.857,1452.735,0.653,0.653,0.967,1.218,0.821,0.889
6647,1.519,4.499,259.755,1453.714,1.469,1.306,0.943,1.162,0.861,0.912
6648,0.160,1.250,45.061,1453.878,0.490,0.327,1.000,1.500,0.667,1.000
6649,0.506,2.500,265.469,1454.694,0.816,0.816,1.000,1.244,0.804,0.884
6650,1.839,4.961,1963.755,1454.694,1.633,1.469,0.939,1.085,0.922,0.902
6651,0.347,2.134,246.857,1455.837,0.490,0.816,0.956,1.551,0.645,0.929
6652,1.733,4.961,2247.020,1456.327,1.633,1.469,0.885,1.025,0.976,0.861
6653,0.506,2.461,394.939,1456.816,0.816,0.653,1.000,1.273,0.785,0.974
6654,0.160,1.250,75.102,1457.143,0.327,0.490,1.000,1.500,0.667,1.000
6655,0.133,1.250,257.306,1457.306,0.327,0.490,1.000,1.553,0.644,0.909
6656,0.053,0.693,527.184,1457.306,0.327,0.163,1.000,2.000,0.500,1.000
6657,0.080,0.924,304.000,1457.633,0.327,0.327,1.000,1.464,0.683,0.857
6658,0.613,2.731,257.143,1458.939,0.980,0.816,1.000,1.132,0.884,0.885
6659,0.373,2.038,253.061,1459.265,0.653,0.653,1.000,1.020,0.981,0.933
6660,0.027,0.462,304.980,1459.755,0.163,0.163,1.000,1.000,1.000,1.000
6661,0.053,0.788,204.408,1459.918,0.163,0.327,1.000,2.000,0.500,1.000
6662,0.267,1.943,35.265,1460.082,0.816,0.490,0.887,1.577,0.634,0.800
6663,1.626,4.634,249.959,1460.245,1.469,1.469,0.951,1.094,0.914,0.917
6664,0.027,0.462,270.367,1460.571,0.163,0.163,1.000,1.000,1.000,1.000
6665,0.640,2.731,386.776,1460.898,0.980,0.816,1.000,1.214,0.824,0.889
6666,0.533,2.540,255.510,1461.224,0.980,0.816,1.000,1.203,0.831,0.851
6667,0.080,0.924,518.694,1461.224,0.327,0.327,1.000,1.464,0.683,0.857
6668,0.027,0.462,222.694,1462.204,0.163,0.163,1.000,1.000,1.000,1.000
6669,0.373,2.038,236.898,1462.531,0.653,0.653,1.000,1.020,0.981,0.933
6670,0.053,0.788,301.388,1463.020,0.163,0.327,1.000,2.000,0.500,1.000
6671,0.240,1.577,65.469,1463.673,0.490,0.490,1.000,1.000,1.000,1.000
6672,0.187,1.385,247.347,1463.837,0.490,0.490,1.000,1.069,0.936,0.875
6673,0.187,1.385,321.143,1464.000,0.490,0.490,1.000,1.069,0.936,0.875
6674,0.027,0.462,606.857,1464.327,0.163,0.163,1.000,1.000,1.000,1.000
6675,1.093,3.806,16.653,1464.653,1.306,0.980,0.948,1.444,0.693,0.932
6676,0.027,0.462,236.898,1464.653,0.163,0.163,1.000,1.000,1.000,1.000
6677,0.347,1.943,250.286,1465.143,0.653,0.653,1.000,1.159,0.863,0.897
6678,0.080,0.924,301.224,1465.143,0.327,0.327,1.000,1.464,0.683,0.857
6679,0.160,1.250,2159.510,1467.429,0.327,0.490,1.000,1.500,0.667,1.000
6680,3.998,9.094,38.531,1467.592,3.102,2.286,0.608,1.694,0.590,0.787
6681,0.240,1.616,2135.510,1467.592,0.653,0.490,1.000,1.340,0.746,0.857
6682,0.107,1.250,1855.020,1469.224,0.327,0.490,0.857,1.468,0.681,0.800
6683,0.480,2.500,9.796,1469.878,0.816,0.816,0.965,1.305,0.766,0.857
6684,0.347,1.943,322.286,1470.857,0.653,0.653,1.000,1.159,0.863,0.897
6685,0.586,2.596,25.143,1472.327,0.816,0.816,1.000,1.101,0.908,0.936
6686,0.027,0.462,576.653,1472.327,0.163,0.163,1.000,1.000,1.000,1.000
6687,0.107,0.924,4.245,1472.490,0.327,0.327,1.000,1.000,1.000,1.000
6688,0.480,2.405,327.673,1472.816,0.816,0.816,1.000,1.257,0.795,0.857
6689,0.293,1.808,1850.939,1473.143,0.490,0.653,1.000,1.372,0.729,0.957
6690,0.160,1.250,230.204,1474.449,0.490,0.327,1.000,1.500,0.667,1.000
6691,0.107,1.154,1847.020,1474.612,0.490,0.327,1.000,1.468,0.681,0.800
6692,0.107,0.924,315.102,1475.102,0.327,0.327,1.000,1.000,1.000,1.000
6693,0.080,0.924,327.184,1475.592,0.327,0.327,1.000,1.464,0.683,0.857
6694,1.040,5.749,228.408,1475.755,2.122,1.306,0.395,2.753,0.363,0.600
6695,1.200,3.981,234.449,1475.755,1.469,1.143,0.951,1.194,0.838,0.874
6696,0.107,0.924,318.041,1475.755,0.327,0.327,1.000,1.000,1.000,1.000
6697,0.027,0.462,320.816,1475.755,0.163,0.163,1.000,1.000,1.000,1.000
6698,0.960,3.615,42.286,1476.571,1.143,1.143,0.923,1.031,0.970,0.889
6699,0.053,0.924,242.776,1476.898,0.327,0.327,0.785,2.646,0.378,0.667
6700,0.027,0.462,2135.184,1477.224,0.163,0.163,1.000,1.000,1.000,1.000
6701,0.613,2.922,19.265,1477.714,0.816,0.980,0.902,1.465,0.683,0.868
6702,0.053,0.788,1459.265,1477.714,0.163,0.327,1.000,2.000,0.500,1.000
6703,0.107,0.924,662.204,1477.878,0.327,0.327,1.000,1.000,1.000,1.000
6704,0.560,2.635,326.857,1478.041,0.816,0.980,1.000,1.154,0.867,0.840
6705,1.279,5.423,1835.265,1478.041,1.469,1.959,0.547,3.067,0.326,0.733
6706,0.133,1.385,54.857,1478.204,0.490,0.490,0.873,1.000,1.000,0.714
6707,1.999,7.405,1807.510,1478.204,2.939,1.959,0.458,4.568,0.219,0.777
6708,0.347,1.943,222.694,1478.531,0.653,0.653,1.000,1.159,0.863,0.897
6709,0.240,1.712,210.612,1478.694,0.653,0.490,1.000,1.340,0.746,0.857
6710,0.586,2.691,525.061,1478.694,0.816,0.816,1.000,1.083,0.923,0.936
6711,0.053,0.693,226.449,1479.837,0.327,0.163,1.000,2.000,0.500,1.000
6712,0.693,3.097,322.776,1479.837,1.143,0.980,0.908,1.101,0.908,0.812
6713,0.133,1.154,132.082,1480.000,0.490,0.327,1.000,1.553,0.644,0.909
6714,0.933,3.384,229.714,1480.327,1.143,0.980,1.000,1.182,0.846,0.933
6715,0.027,0.462,667.592,1480.653,0.163,0.163,1.000,1.000,1.000,1.000
6716,1.519,4.403,24.163,1481.143,1.469,1.306,0.985,1.177,0.850,0.919
6717,0.080,0.924,493.224,1481.633,0.327,0.327,1.000,1.464,0.683,0.857
6718,0.800,3.058,1805.061,1481.796,0.980,0.980,1.000,1.116,0.896,0.923
6719,0.027,0.462,209.143,1481.959,0.163,0.163,1.000,1.000,1.000,1.000
6720,0.453,2.405,1839.020,1481.959,0.980,0.653,0.985,1.597,0.626,0.850
6721,0.240,1.712,325.388,1482.122,0.490,0.653,1.000,1.340,0.746,0.857
6722,0.240,1.616,311.837,1482.286,0.653,0.490,1.000,1.340,0.746,0.857
6723,0.560,2.731,1844.245,1482.449,0.816,0.980,0.943,1.311,0.763,0.875
6724,0.187,1.481,492.082,1482.776,0.490,0.490,1.000,1.069,0.936,0.875
6725,0.453,2.405,36.245,1483.102,0.816,0.816,0.985,1.177,0.850,0.829
6726,0.133,1.154,129.143,1483.755,0.490,0.327,1.000,1.553,0.644,0.909
6727,0.107,0.924,150.041,1484.082,0.327,0.327,1.000,1.000,1.000,1.000
6728,0.053,0.693,245.061,1484.408,0.327,0.163,1.000,2.000,0.500,1.000
6729,0.107,1.154,774.041,1484.408,0.490,0.327,1.000,2.031,0.492,0.800
6730,0.666,2.827,329.469,1484.735,0.980,0.816,1.000,1.177,0.849,0.926
6731,0.027,0.462,1631.184,1484.898,0.163,0.163,1.000,1.000,1.000,1.000
6732,0.347,1.943,667.265,1485.061,0.653,0.653,1.000,1.159,0.863,0.897
6733,0.320,1.847,247.673,1485.388,0.653,0.653,1.000,1.000,1.000,0.857
6734,0.187,1.481,1836.082,1485.714,0.490,0.490,1.000,1.069,0.936,0.875
6735,0.426,2.269,142.367,1486.204,0.653,0.816,1.000,1.234,0.810,0.889
6736,2.079,5.884,22.204,1486.367,1.959,1.796,0.755,2.096,0.477,0.825
6737,0.027,0.462,1627.429,1486.367,0.163,0.163,1.000,1.000,1.000,1.000
6738,0.293,1.808,1622.204,1486.531,0.490,0.653,1.000,1.372,0.729,0.957
6739,0.826,3.193,252.571,1486.694,0.980,1.143,1.000,1.132,0.883,0.873
6740,0.027,0.462,161.469,1486.857,0.163,0.163,1.000,1.000,1.000,1.000
