 ,Area,Perim.,BX,BY,Width,Height,Circ.,AR,Round,Solidity
325,606.867,118.827,1542.531,1528.816,33.959,25.959,0.540,1.458,0.686,0.880
326,4.745,9.730,1180.898,1534.857,3.592,2.449,0.630,2.317,0.432,0.809
327,1.866,5.056,328.327,1536.490,1.306,1.796,0.917,1.399,0.715,0.915
328,431.580,133.914,790.367,1544.490,32.163,24.653,0.302,1.638,0.611,0.741
329,343.830,88.149,869.388,1551.837,23.347,22.857,0.556,1.141,0.876,0.860
330,1.146,5.096,1092.408,1574.531,2.122,1.143,0.555,2.891,0.346,0.789
331,142.661,50.198,1102.857,1575.184,14.041,14.531,0.711,1.114,0.897,0.909
332,315.015,152.510,1064.980,1577.633,34.939,21.388,0.170,1.465,0.683,0.646
333,19.858,36.813,1097.143,1577.633,4.898,15.837,0.184,6.212,0.161,0.561
334,0.613,4.077,1093.551,1579.592,1.143,1.469,0.464,2.283,0.438,0.630
335,0.400,2.731,1089.633,1579.918,1.143,0.653,0.674,2.542,0.393,0.732
336,2.079,6.768,1086.857,1580.245,2.122,2.122,0.570,1.686,0.593,0.739
337,17.646,30.513,1090.122,1581.714,7.184,9.959,0.238,3.486,0.287,0.620
338,3.385,12.685,1069.388,1582.694,5.551,1.469,0.264,6.431,0.156,0.635
339,0.133,1.250,1087.837,1583.347,0.490,0.327,1.000,1.553,0.644,0.909
340,0.027,0.462,1077.224,1584.490,0.163,0.163,1.000,1.000,1.000,1.000
341,0.027,0.462,1077.551,1585.306,0.163,0.163,1.000,1.000,1.000,1.000
342,0.533,2.827,1089.796,1587.429,1.143,0.653,0.838,2.037,0.491,0.851
343,323.678,96.814,1174.857,1591.020,24.327,26.122,0.434,1.804,0.554,0.820
344,0.960,4.539,1092.898,1592.327,1.469,1.469,0.585,2.443,0.409,0.735
345,1605.811,248.295,1128.980,1606.531,43.755,66.449,0.327,1.629,0.614,0.783
346,0.800,3.289,1363.918,1629.714,0.980,1.143,0.929,1.248,0.801,0.845
347,1.733,4.770,2184.980,1629.878,1.469,1.633,0.957,1.079,0.927,0.884
348,1.653,4.730,1901.878,1631.673,1.469,1.469,0.928,1.108,0.902,0.886
349,0.053,0.788,1362.286,1632.980,0.163,0.327,1.000,2.000,0.500,1.000
350,1.759,4.826,1616.000,1633.306,1.469,1.469,0.949,1.134,0.881,0.917
351,3232.040,268.527,1371.755,1634.612,72.980,74.122,0.563,1.301,0.769,0.866
352,1.786,4.770,1330.122,1634.939,1.469,1.633,0.987,1.083,0.924,0.899
353,1.679,4.770,1046.367,1636.571,1.469,1.633,0.928,1.064,0.940,0.881
354,1.813,4.961,763.755,1640.816,1.469,1.633,0.926,1.104,0.906,0.883
355,1.706,4.865,479.020,1642.286,1.469,1.633,0.906,1.108,0.903,0.889
356,1.679,4.634,195.592,1643.592,1.469,1.469,0.983,1.055,0.948,0.900
357,18538.516,847.526,54.531,1660.408,220.245,143.673,0.324,1.754,0.570,0.802
358,0.027,0.462,173.714,1674.612,0.163,0.163,1.000,1.000,1.000,1.000
359,0.133,1.481,398.531,1679.020,0.653,0.327,0.764,2.610,0.383,0.769
360,11.009,16.076,1497.796,1685.714,3.918,5.551,0.535,1.775,0.563,0.756
361,0.293,1.847,2171.265,1687.184,0.653,0.653,1.000,1.139,0.878,0.815
362,0.027,0.462,2175.184,1690.449,0.163,0.163,1.000,1.000,1.000,1.000
363,0.720,2.922,517.224,1692.571,0.816,0.980,1.000,1.210,0.826,0.947
364,2485.658,298.083,869.878,1692.735,44.245,102.857,0.352,2.523,0.396,0.801
365,0.053,0.788,2128.490,1706.286,0.163,0.327,1.000,2.000,0.500,1.000
366,0.693,3.328,125.061,1710.204,1.143,1.143,0.786,1.071,0.934,0.754
367,0.027,0.462,267.265,1716.408,0.163,0.163,1.000,1.000,1.000,1.000
368,0.187,1.481,2071.020,1727.510,0.490,0.490,1.000,1.069,0.936,0.875
369,2.186,8.751,2099.265,1727.837,3.265,2.449,0.359,4.867,0.205,0.729
370,7.330,13.170,2096.000,1728.980,3.265,4.082,0.531,1.398,0.715,0.783
371,0.053,0.788,1967.673,1736.490,0.163,0.327,1.000,2.000,0.500,1.000
372,0.027,0.462,1681.633,1738.122,0.163,0.163,1.000,1.000,1.000,1.000
373,0.133,1.577,1395.755,1739.592,0.327,0.653,0.674,2.188,0.457,0.769
374,0.107,1.250,1112.000,1741.061,0.327,0.490,0.857,2.000,0.500,0.800
375,0.027,0.462,829.224,1745.796,0.163,0.163,1.000,1.000,1.000,1.000
376,0.027,0.462,544.816,1747.265,0.163,0.163,1.000,1.000,1.000,1.000
377,513.706,220.235,1382.531,1759.020,43.265,25.796,0.133,1.904,0.525,0.654
378,1.279,4.268,1381.551,1762.776,1.633,0.980,0.883,1.772,0.564,0.914
379,0.053,0.788,1387.265,1775.347,0.163,0.327,1.000,2.000,0.500,1.000
380,1.120,3.750,1605.551,1779.755,1.306,1.143,1.000,1.137,0.880,0.884
381,0.027,0.462,195.592,1779.918,0.163,0.163,1.000,1.000,1.000,1.000
382,1.120,3.846,1888.816,1781.224,1.306,1.143,0.951,1.165,0.858,0.884
383,1.120,3.886,1322.939,1781.388,1.306,1.306,0.932,1.161,0.861,0.840
384,1.173,3.886,2174.367,1782.857,1.306,1.306,0.976,1.149,0.870,0.863
385,4.531,8.441,183.673,1785.306,2.776,2.449,0.799,1.160,0.862,0.863
386,1.066,3.750,1036.898,1785.796,1.306,1.143,0.953,1.017,0.983,0.860
387,1.173,3.981,751.020,1787.429,1.306,1.306,0.930,1.073,0.932,0.863
388,1.200,4.116,467.102,1787.755,1.306,1.469,0.890,1.084,0.922,0.826
389,1.653,4.595,523.102,1800.490,1.306,1.469,0.984,1.176,0.850,0.939
390,0.027,0.462,2265.959,1807.184,0.163,0.163,1.000,1.000,1.000,1.000
391,0.080,0.924,2173.714,1832.163,0.327,0.327,1.000,1.464,0.683,0.857
392,0.027,0.462,2229.714,1840.327,0.163,0.163,1.000,1.000,1.000,1.000
393,0.027,0.462,2175.837,1848.980,0.163,0.163,1.000,1.000,1.000,1.000
394,30.601,33.874,1954.449,1852.898,7.837,9.306,0.335,1.336,0.748,0.685
395,3252.032,287.993,991.510,1865.306,105.143,56.980,0.493,2.723,0.367,0.862
396,202.476,90.372,576.000,1871.673,10.286,30.367,0.312,3.648,0.274,0.742
397,0.027,0.462,2207.347,1887.673,0.163,0.163,1.000,1.000,1.000,1.000
398,0.187,1.616,2062.531,1891.755,0.653,0.490,0.898,1.387,0.721,0.737
399,24471.244,1063.947,1165.224,1903.020,174.531,267.102,0.272,1.945,0.514,0.727
400,0.640,3.424,1698.286,1906.449,0.980,1.306,0.686,2.130,0.470,0.774
401,1.679,4.634,1617.633,1919.184,1.469,1.469,0.983,1.116,0.896,0.913
402,1.706,4.730,1900.898,1920.653,1.469,1.469,0.958,1.040,0.962,0.908
403,1.759,4.905,2186.449,1922.122,1.469,1.796,0.919,1.191,0.840,0.863
404,1.786,4.865,1048.980,1925.061,1.469,1.633,0.948,1.093,0.915,0.899
405,1.733,4.770,196.571,1925.714,1.469,1.633,0.957,1.014,0.986,0.878
406,1.866,5.000,763.102,1926.694,1.469,1.796,0.938,1.147,0.872,0.881
407,1.813,4.961,479.184,1927.347,1.469,1.633,0.926,1.048,0.954,0.901
408,0.613,2.731,2112.327,1944.980,0.980,0.816,1.000,1.438,0.696,0.885
409,594.845,121.898,508.735,1953.959,37.061,22.694,0.503,1.785,0.560,0.850
410,11681.746,518.934,1846.204,1956.245,108.245,154.449,0.545,1.403,0.713,0.914
411,1214.614,179.128,440.653,1963.755,37.061,53.061,0.476,1.266,0.790,0.848
412,0.240,1.712,2084.082,1963.918,0.490,0.653,1.000,1.340,0.746,0.857
413,0.133,1.250,2129.469,1971.755,0.327,0.490,1.000,1.553,0.644,0.909
414,0.160,1.250,2077.061,1973.551,0.490,0.327,1.000,1.500,0.667,1.000
415,0.213,1.481,2083.755,1975.510,0.490,0.490,1.000,1.229,0.814,0.941
416,2.292,5.924,154.612,1975.673,1.796,2.122,0.821,1.271,0.787,0.856
417,0.053,0.693,2113.469,1977.469,0.327,0.163,1.000,2.000,0.500,1.000
418,0.080,1.115,2105.796,1985.796,0.163,0.490,0.809,3.000,0.333,1.000
419,0.213,1.481,2120.327,1988.082,0.490,0.490,1.000,1.229,0.814,0.941
420,0.053,0.693,2089.959,1989.878,0.327,0.163,1.000,2.000,0.500,1.000
421,0.133,1.250,2120.816,1994.449,0.490,0.327,1.000,1.553,0.644,0.909
422,0.267,1.808,2097.143,1997.551,0.490,0.653,1.000,1.559,0.641,0.909
423,0.320,2.038,2134.857,1998.041,0.490,0.816,0.967,1.579,0.633,0.889
424,0.133,1.154,2122.286,2004.082,0.490,0.327,1.000,1.553,0.644,0.909
425,0.080,0.924,2139.918,2005.224,0.327,0.327,1.000,1.464,0.683,0.857
426,0.027,0.462,2111.673,2006.204,0.163,0.163,1.000,1.000,1.000,1.000
427,0.160,1.250,2097.959,2009.796,0.490,0.327,1.000,1.500,0.667,1.000
428,0.267,1.712,2122.122,2012.735,0.653,0.490,1.000,1.236,0.809,0.909
429,0.027,0.462,2114.612,2014.041,0.163,0.163,1.000,1.000,1.000,1.000
430,0.160,1.712,2139.755,2014.367,0.653,0.490,0.686,1.792,0.558,0.667
431,0.053,0.693,2096.163,2015.837,0.327,0.163,1.000,2.000,0.500,1.000
432,0.053,0.693,2131.102,2015.837,0.327,0.163,1.000,2.000,0.500,1.000
433,0.080,0.924,2136.327,2022.041,0.327,0.327,1.000,1.464,0.683,0.857
434,0.107,1.385,1683.429,2023.020,0.490,0.490,0.698,1.581,0.632,0.615
435,0.560,2.691,2123.429,2024.163,0.653,0.980,0.971,1.539,0.650,0.955
436,0.107,1.346,1400.490,2025.633,0.653,0.163,0.740,4.000,0.250,1.000
437,0.107,1.250,2094.694,2026.939,0.327,0.490,0.857,2.031,0.492,0.800
438,0.080,0.924,2252.082,2027.102,0.327,0.327,1.000,1.464,0.683,0.857
439,0.133,1.250,2113.469,2029.714,0.327,0.490,1.000,1.553,0.644,0.909
440,0.133,1.385,1114.612,2030.041,0.490,0.490,0.873,1.000,1.000,0.714
441,0.027,0.462,262.204,2030.531,0.163,0.163,1.000,1.000,1.000,1.000
442,0.027,0.462,829.061,2031.510,0.163,0.163,1.000,1.000,1.000,1.000
443,0.027,0.462,828.735,2031.837,0.163,0.163,1.000,1.000,1.000,1.000
444,0.053,0.788,544.816,2032.163,0.163,0.327,1.000,2.000,0.500,1.000
445,0.453,2.405,2144.653,2034.449,0.816,0.816,0.985,1.092,0.916,0.850
446,0.160,1.577,2111.837,2036.408,0.327,0.653,0.809,2.082,0.480,0.857
447,0.053,0.924,2126.367,2043.755,0.327,0.327,0.785,2.646,0.378,0.667
448,0.373,2.038,2232.000,2047.510,0.653,0.653,1.000,1.125,0.889,0.933
449,0.187,1.481,2076.571,2050.612,0.490,0.490,1.000,1.069,0.936,0.875
450,0.107,1.250,2096.327,2055.020,0.327,0.490,0.857,2.031,0.492,0.800
451,0.080,1.019,2107.429,2065.143,0.490,0.163,0.967,3.000,0.333,1.000
452,1.040,3.750,2173.061,2065.469,1.143,1.306,0.929,1.092,0.916,0.848
453,1.146,4.077,1607.837,2068.735,1.306,1.306,0.867,1.156,0.865,0.851
454,1.493,4.730,1323.755,2070.204,1.469,1.469,0.838,1.150,0.870,0.830
455,1.493,4.634,1037.878,2071.837,1.469,1.469,0.873,1.088,0.919,0.855
456,1.120,3.846,754.286,2073.633,1.143,1.306,0.951,1.245,0.803,0.884
457,1.146,3.846,470.041,2075.265,1.306,1.143,0.974,1.062,0.942,0.887
458,1.226,3.981,187.429,2076.898,1.306,1.306,0.972,1.104,0.906,0.885
459,694.297,142.701,181.551,2077.224,28.898,42.286,0.428,1.660,0.602,0.821
460,3328.666,344.564,959.837,2080.490,103.184,50.776,0.352,2.275,0.439,0.850
461,51.845,39.010,457.469,2131.918,9.306,10.939,0.428,1.136,0.880,0.763
462,1981.654,246.161,179.265,2132.082,62.531,65.306,0.411,1.694,0.590,0.819
463,0.133,1.250,2275.265,2149.388,0.327,0.490,1.000,1.553,0.644,0.909
464,0.027,0.462,1273.796,2169.959,0.163,0.163,1.000,1.000,1.000,1.000
465,0.240,1.577,2254.857,2202.776,0.490,0.490,1.000,1.000,1.000,1.000
466,1.733,4.961,2185.143,2204.735,1.469,1.633,0.885,1.089,0.918,0.878
467,1.813,5.056,1902.531,2206.531,1.469,1.633,0.891,1.090,0.918,0.889
468,1.679,4.634,1619.918,2208.163,1.469,1.469,0.983,1.064,0.940,0.900
469,1.866,4.961,1336.000,2209.633,1.469,1.633,0.953,1.067,0.937,0.909
470,1.813,4.905,1050.122,2211.265,1.469,1.796,0.947,1.124,0.890,0.877
471,1.706,4.865,766.367,2212.898,1.469,1.633,0.906,1.131,0.885,0.877
472,0.053,0.924,2275.592,2213.551,0.327,0.327,0.785,2.646,0.378,0.667
473,1.786,4.905,482.122,2214.531,1.469,1.796,0.933,1.116,0.896,0.870
474,0.480,2.500,1902.367,2215.837,0.980,0.653,0.965,1.762,0.568,0.857
475,1.893,4.961,199.510,2216.327,1.469,1.633,0.966,1.109,0.902,0.922
476,0.107,0.924,2260.082,2232.327,0.327,0.327,1.000,1.000,1.000,1.000
477,0.133,1.250,2287.347,2277.224,0.490,0.327,1.000,1.553,0.644,0.909
478,0.107,1.250,1358.204,0.653,0.327,0.490,0.857,2.000,0.500,0.800
479,0.160,1.481,1353.143,1.469,0.653,0.327,0.916,1.809,0.553,0.857
480,0.187,1.385,1291.102,2.449,0.490,0.490,1.000,1.596,0.626,0.875
481,0.293,1.808,1286.367,3.265,0.653,0.490,1.000,1.372,0.729,0.957
482,0.027,0.462,1300.735,4.735,0.163,0.163,1.000,1.000,1.000,1.000
483,0.160,1.481,1362.939,5.388,0.490,0.490,0.916,1.124,0.890,0.800
484,0.080,0.924,1305.796,5.551,0.327,0.327,1.000,1.464,0.683,0.857
485,0.080,0.924,1368.490,7.184,0.327,0.327,1.000,1.464,0.683,0.857
486,0.506,2.596,1313.306,8.000,0.816,0.816,0.944,1.260,0.794,0.864
487,0.293,1.808,1365.714,9.306,0.490,0.653,1.000,1.372,0.729,0.957
488,0.373,2.365,1358.041,9.959,0.490,0.980,0.838,2.030,0.493,0.903
489,0.213,1.481,1365.061,10.286,0.490,0.490,1.000,1.229,0.814,0.941
490,0.560,2.500,1289.959,11.592,0.816,0.816,1.000,1.000,1.000,0.913
491,0.027,0.462,1370.449,11.592,0.163,0.163,1.000,1.000,1.000,1.000
492,0.027,0.462,1351.020,12.571,0.163,0.163,1.000,1.000,1.000,1.000
493,0.160,1.250,1314.122,12.735,0.327,0.490,1.000,1.500,0.667,1.000
494,3.892,9.229,1351.347,13.061,2.776,2.939,0.574,1.651,0.606,0.736
495,0.027,0.462,1298.286,14.531,0.163,0.163,1.000,1.000,1.000,1.000
496,0.053,0.693,1315.429,15.347,0.327,0.163,1.000,2.000,0.500,1.000
497,0.187,1.481,1361.306,15.837,0.490,0.490,1.000,1.069,0.936,0.875
498,0.240,1.712,1368.490,15.837,0.653,0.490,1.000,1.340,0.746,0.857
499,0.240,1.712,1294.041,18.612,0.653,0.490,1.000,1.340,0.746,0.857
500,0.027,0.462,1317.878,19.102,0.163,0.163,1.000,1.000,1.000,1.000
501,1.439,4.212,1352.816,19.918,1.469,1.306,1.000,1.343,0.744,0.915
502,0.213,1.712,1315.592,20.408,0.490,0.653,0.914,1.605,0.623,0.800
503,0.187,1.481,1406.041,20.408,0.490,0.490,1.000,1.069,0.936,0.875
504,0.853,3.289,1351.184,21.551,0.980,1.143,0.991,1.188,0.842,0.901
505,0.826,4.443,1352.327,22.367,1.633,1.306,0.526,2.791,0.358,0.633
506,0.240,2.174,1397.224,22.531,0.816,0.653,0.638,2.536,0.394,0.692
507,0.080,0.924,1321.959,22.857,0.327,0.327,1.000,1.464,0.683,0.857
508,0.213,1.481,1294.041,23.020,0.490,0.490,1.000,1.229,0.814,0.941
509,0.187,1.712,1411.102,23.020,0.490,0.653,0.800,1.668,0.600,0.778
510,0.160,1.481,1208.163,23.510,0.490,0.490,0.916,1.124,0.890,0.800
511,0.613,2.691,1317.878,25.143,0.816,0.816,1.000,1.202,0.832,0.958
512,0.187,1.385,1299.102,26.612,0.490,0.490,1.000,1.596,0.626,0.875
513,0.267,1.712,1365.224,27.102,0.490,0.653,1.000,1.327,0.753,0.909
514,0.187,1.481,1419.429,33.796,0.490,0.490,1.000,1.069,0.936,0.875
515,0.107,0.924,1401.306,35.265,0.327,0.327,1.000,1.000,1.000,1.000
516,1.973,5.231,894.367,37.878,1.796,1.633,0.906,1.441,0.694,0.876
517,0.027,0.462,1390.204,38.531,0.163,0.163,1.000,1.000,1.000,1.000
518,0.027,0.462,1398.857,38.694,0.163,0.163,1.000,1.000,1.000,1.000
519,0.053,0.693,1398.204,42.939,0.327,0.163,1.000,2.000,0.500,1.000
520,0.906,3.615,1391.837,43.102,1.306,0.980,0.871,1.767,0.566,0.872
521,0.107,1.385,1388.571,43.592,0.490,0.490,0.698,2.654,0.377,0.667
522,3.652,7.461,168.980,44.571,2.449,2.286,0.824,1.075,0.930,0.873
523,0.080,0.924,1358.204,45.388,0.327,0.327,1.000,1.464,0.683,0.857
524,0.213,1.712,1398.367,45.388,0.653,0.490,0.914,1.939,0.516,0.842
525,3.625,7.134,736.653,46.204,2.286,2.286,0.895,1.132,0.884,0.889
526,3.758,7.095,452.571,46.367,2.286,2.122,0.938,1.059,0.944,0.919
527,3.572,7.039,1021.551,47.837,2.449,2.122,0.906,1.097,0.912,0.884
528,0.293,1.808,1376.490,48.327,0.490,0.653,1.000,1.372,0.729,0.957
529,0.080,0.924,1389.224,49.143,0.327,0.327,1.000,1.464,0.683,0.857
530,3.732,7.421,1305.633,49.306,2.286,2.286,0.851,1.104,0.906,0.886
531,3.545,6.999,1590.857,49.633,2.286,2.122,0.909,1.124,0.890,0.896
532,0.746,3.153,1392.653,50.612,0.816,1.143,0.943,1.592,0.628,0.903
533,0.480,2.500,1385.143,50.776,0.816,0.816,0.965,1.421,0.704,0.857
534,3.492,6.999,1873.959,51.102,2.286,2.122,0.896,1.127,0.887,0.879
535,3.599,6.999,2158.857,52.735,2.286,2.122,0.923,1.083,0.923,0.906
536,0.400,2.134,1339.592,54.041,0.653,0.653,1.000,1.137,0.880,0.968
537,0.107,1.250,1408.816,54.531,0.327,0.490,0.857,1.468,0.681,0.800
538,0.053,0.693,1373.061,55.020,0.327,0.163,1.000,2.000,0.500,1.000
539,0.080,1.019,1379.429,55.837,0.490,0.163,0.967,3.000,0.333,1.000
540,0.187,1.481,1342.041,56.490,0.490,0.490,1.000,1.069,0.936,0.875
541,1.306,4.308,1384.163,56.653,1.469,1.306,0.885,1.856,0.539,0.883
542,10.636,13.537,1485.878,56.816,4.245,4.245,0.729,1.513,0.661,0.870
543,0.160,1.481,1390.531,56.980,0.653,0.327,0.916,1.809,0.553,0.857
544,0.027,0.462,1391.673,57.959,0.163,0.163,1.000,1.000,1.000,1.000
545,0.480,2.405,1407.184,58.286,0.816,0.816,1.000,1.257,0.795,0.857
546,0.613,3.424,1377.469,58.612,1.306,0.980,0.657,2.832,0.353,0.708
547,0.053,0.693,1389.061,60.082,0.327,0.163,1.000,2.000,0.500,1.000
548,0.187,1.385,1396.082,60.408,0.490,0.490,1.000,1.069,0.936,0.875
549,0.133,1.250,1326.204,60.571,0.490,0.327,1.000,1.553,0.644,0.909
550,0.133,1.250,1388.571,61.061,0.327,0.490,1.000,1.553,0.644,0.909
551,0.160,1.250,1406.694,61.388,0.327,0.490,1.000,1.500,0.667,1.000
552,0.187,1.385,1424.980,61.714,0.490,0.490,1.000,1.596,0.626,0.875
553,0.053,0.788,1420.735,63.184,0.163,0.327,1.000,2.000,0.500,1.000
554,2.266,7.151,1380.245,64.163,3.102,1.143,0.557,3.129,0.320,0.833
555,0.027,0.462,1437.224,64.490,0.163,0.163,1.000,1.000,1.000,1.000
556,0.826,4.634,1410.122,65.633,1.469,1.469,0.484,3.231,0.310,0.660
557,0.453,2.365,1415.184,65.633,0.816,0.653,1.000,1.276,0.784,0.919
558,0.133,1.250,1398.694,66.122,0.490,0.327,1.000,1.553,0.644,0.909
559,0.773,3.232,1413.061,66.286,1.143,1.143,0.930,1.106,0.905,0.829
560,0.160,1.385,1495.673,66.449,0.490,0.490,1.000,1.291,0.775,0.800
561,0.746,3.058,1421.714,69.388,1.143,0.816,1.000,1.592,0.628,0.903
562,0.053,0.788,1400.490,69.878,0.163,0.327,1.000,2.000,0.500,1.000
563,0.053,0.693,1382.857,71.510,0.327,0.163,1.000,2.000,0.500,1.000
564,0.986,3.806,1411.102,72.980,1.143,1.143,0.855,1.539,0.650,0.902
565,0.027,0.462,1407.673,73.143,0.163,0.163,1.000,1.000,1.000,1.000
566,0.160,1.385,1380.082,74.939,0.490,0.490,1.000,1.291,0.775,0.800
567,0.133,1.250,1390.204,77.061,0.490,0.327,1.000,1.553,0.644,0.909
568,0.160,1.250,1425.143,77.061,0.490,0.327,1.000,1.500,0.667,1.000
569,1.093,3.886,1416.653,78.531,1.306,1.306,0.910,1.559,0.641,0.863
570,0.240,1.616,1424.327,79.347,0.653,0.490,1.000,1.340,0.746,0.857
571,0.320,1.847,1407.020,82.939,0.653,0.653,1.000,1.000,1.000,0.857
572,2.212,6.673,1380.408,83.102,1.633,2.612,0.624,2.885,0.347,0.787
573,0.293,1.808,1411.918,85.061,0.653,0.490,1.000,1.372,0.729,0.957
574,0.560,2.500,1421.714,85.878,0.816,0.816,1.000,1.000,1.000,0.913
575,0.160,1.481,1423.510,86.204,0.653,0.327,0.916,2.082,0.480,0.857
576,1.040,4.268,1415.510,86.367,1.796,0.816,0.717,2.146,0.466,0.857
577,0.107,1.154,1408.163,89.633,0.490,0.327,1.000,1.468,0.681,0.800
578,0.320,2.038,1425.633,91.429,0.816,0.490,0.967,1.469,0.681,0.889
579,0.267,1.808,1424.653,91.918,0.490,0.653,1.000,1.236,0.809,0.909
580,0.426,2.691,1417.633,93.061,1.143,0.490,0.740,2.457,0.407,0.889
581,0.080,0.924,1409.306,93.551,0.327,0.327,1.000,1.464,0.683,0.857
582,0.133,1.250,1425.143,93.714,0.490,0.327,1.000,1.553,0.644,0.909
583,0.053,0.924,1434.286,95.673,0.327,0.327,0.785,2.646,0.378,0.667
584,0.347,2.038,1421.714,97.796,0.490,0.816,1.000,1.735,0.576,0.929
585,0.080,0.924,1416.980,100.245,0.327,0.327,1.000,1.464,0.683,0.857
586,0.027,0.462,1416.490,100.571,0.163,0.163,1.000,1.000,1.000,1.000
587,0.053,0.788,1429.551,103.184,0.163,0.327,1.000,2.000,0.500,1.000
588,0.187,1.481,1430.367,104.000,0.490,0.490,1.000,1.069,0.936,0.875
589,0.080,0.924,1437.878,104.816,0.327,0.327,1.000,1.464,0.683,0.857
590,0.107,1.154,1445.714,105.143,0.490,0.327,1.000,2.031,0.492,0.800
591,5.118,9.961,2294.531,105.633,3.592,2.776,0.648,2.454,0.407,0.863
592,0.160,1.250,1431.020,106.122,0.490,0.327,1.000,1.500,0.667,1.000
593,4.985,14.134,1431.184,106.449,3.755,3.592,0.314,1.488,0.672,0.558
594,0.080,0.924,1445.388,107.918,0.327,0.327,1.000,1.464,0.683,0.857
595,0.160,1.250,1439.347,109.061,0.490,0.327,1.000,1.500,0.667,1.000
596,0.107,1.250,1447.184,110.041,0.327,0.490,0.857,1.468,0.681,0.800
597,1.306,4.212,1444.245,110.204,1.469,1.306,0.925,1.492,0.670,0.875
598,0.426,2.174,1437.878,110.531,0.653,0.816,1.000,1.209,0.827,0.889
599,6.344,10.670,519.837,113.306,2.939,3.592,0.700,2.085,0.480,0.852
600,645.758,168.108,574.041,121.306,46.367,24.980,0.287,2.800,0.357,0.691
601,0.107,1.154,1074.286,121.796,0.490,0.327,1.000,2.031,0.492,0.800
602,0.133,1.154,1088.980,128.327,0.490,0.327,1.000,1.553,0.644,0.909
603,0.027,0.462,1555.918,138.612,0.163,0.163,1.000,1.000,1.000,1.000
604,0.613,3.193,120.163,141.388,1.143,0.980,0.756,1.370,0.730,0.767
605,0.027,0.462,2124.082,141.714,0.163,0.163,1.000,1.000,1.000,1.000
606,0.773,3.384,687.837,142.694,0.980,1.143,0.848,1.256,0.796,0.829
607,0.586,3.058,403.918,142.857,0.816,1.143,0.788,1.248,0.801,0.800
608,0.666,3.058,972.735,144.490,0.980,0.980,0.896,1.209,0.827,0.833
609,0.640,3.193,1542.041,146.122,0.980,1.143,0.789,1.254,0.797,0.774
610,0.533,2.596,1256.816,146.286,0.980,0.653,0.994,1.568,0.638,0.909
611,0.693,3.153,1825.306,147.592,0.816,1.143,0.876,1.306,0.766,0.867
612,0.533,2.596,2110.204,149.551,0.816,0.816,0.994,1.237,0.808,0.889
613,0.213,1.712,1131.918,155.102,0.490,0.653,0.914,1.435,0.697,0.842
614,1.279,4.077,1099.102,163.102,1.306,1.306,0.967,1.100,0.909,0.889
615,0.880,3.345,1124.245,163.592,0.816,1.143,0.988,1.393,0.718,0.971
616,0.640,3.519,1118.204,169.306,1.469,0.816,0.649,2.911,0.344,0.750
617,1.120,3.942,1337.633,172.735,1.469,0.980,0.906,1.637,0.611,0.894
618,0.213,1.616,1082.939,179.429,0.653,0.490,1.000,1.308,0.764,0.800
619,0.107,0.924,1194.939,181.878,0.327,0.327,1.000,1.000,1.000,1.000
620,3.945,7.326,181.224,184.163,2.286,2.286,0.924,1.044,0.958,0.922
621,3.892,7.230,748.898,185.633,2.122,2.449,0.936,1.088,0.919,0.910
622,3.998,7.461,464.816,185.796,2.286,2.449,0.903,1.115,0.897,0.898
623,3.785,7.365,1033.796,187.265,2.286,2.449,0.877,1.039,0.962,0.885
624,3.918,7.365,1317.878,188.898,2.286,2.449,0.908,1.078,0.928,0.905
625,3.678,7.095,1603.102,189.224,2.286,2.122,0.918,1.054,0.949,0.911
626,3.678,6.999,1886.204,190.531,2.122,2.286,0.944,1.068,0.936,0.920
627,3.892,7.461,2171.102,192.163,2.286,2.449,0.879,1.111,0.900,0.880
628,0.506,2.500,1107.102,193.143,0.816,0.816,1.000,1.083,0.923,0.884
629,0.826,3.942,1105.469,194.122,1.306,1.143,0.668,2.380,0.420,0.756
630,0.080,0.924,1056.816,194.939,0.327,0.327,1.000,1.464,0.683,0.857
631,0.213,1.712,1298.286,194.939,0.490,0.653,0.914,1.435,0.697,0.842
632,0.347,2.038,1104.816,195.102,0.490,0.816,1.000,1.735,0.576,0.929
633,1.813,6.864,1106.612,195.592,1.633,2.286,0.483,2.022,0.495,0.645
634,1.653,5.423,1109.388,195.755,1.469,1.959,0.706,1.741,0.574,0.790
635,0.133,1.481,1004.082,197.878,0.490,0.490,0.764,1.223,0.817,0.714
636,0.160,1.250,988.082,206.367,0.327,0.490,1.000,1.500,0.667,1.000
637,10.369,13.058,991.510,207.837,4.571,3.918,0.764,1.270,0.787,0.879
638,15.753,24.160,988.082,210.449,5.714,6.204,0.339,1.458,0.686,0.600
639,236.248,92.747,1453.061,213.061,32.816,13.388,0.345,3.075,0.325,0.727
640,0.160,1.250,1078.531,221.224,0.327,0.490,1.000,1.500,0.667,1.000
641,0.480,2.405,604.408,229.061,0.816,0.816,1.000,1.130,0.885,0.857
642,0.453,2.269,1081.959,229.551,0.653,0.816,1.000,1.263,0.792,0.919
643,0.666,2.962,1482.122,234.449,0.980,0.980,0.954,1.023,0.978,0.847
644,8.130,12.900,867.918,236.735,5.224,2.612,0.614,3.033,0.330,0.873
645,0.480,3.058,1789.878,238.367,0.816,1.143,0.645,2.025,0.494,0.766
646,2.452,6.250,1801.469,244.082,2.122,1.959,0.789,1.134,0.882,0.833
